"","Site","State","SeasonYear","TOTAL","CALIDRIS","DOWITCHER","PHALAROPE","YELLOWLEGS","PLOVER","UNKLARGE","UNKMEDSMALL","AMAV","AMGP","BASA","BBPL","BBSA","BNST","DUNL","GRYE","HUGO","KILL","LBCU","LESA","LEYE","MAGO","PAGP","PESA","PIPL","REKN","REPH","RNPH","RUFF","RUTU","SAND","SEPL","SESA","SOSA","SPSA","STSA","UPSA","WATA","WESA","WHIM","WILL","WIPH","WISN","CUSA"
"115","Sweetwater Wetland","Arizona","Fall 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Whitewater Draw SWA","Arizona","Fall 2023",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"117","Willcox Playa","Arizona","Fall 2023",830,0,4,0,0,0,0,0,121,0,165,0,0,100,0,9,0,21,1,85,26,1,0,0,0,0,0,2,0,0,0,1,1,4,2,2,0,0,28,0,0,257,0,0
"118","Alturas Ranches","California","Fall 2023",585,0,392,0,33,0,0,0,5,0,0,0,0,22,0,61,0,30,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0
"119","Ash Creek Wildlife Area","California","Fall 2023",95,12,0,0,1,0,0,0,0,0,0,0,0,14,0,6,0,16,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,22,0
"120","Big Sage Reservoir","California","Fall 2023",21,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Black Lake","California","Fall 2023",13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"122","Bridgeport Reservoir","California","Fall 2023",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
"123","China Lake WTP","California","Fall 2023",492,0,7,0,0,0,0,0,2,0,0,0,0,19,0,2,0,43,0,20,13,0,0,0,0,0,0,269,0,0,1,1,0,2,12,0,0,0,9,2,0,90,0,0
"124","Clear Lake NWR","California","Fall 2023",477,108,272,12,0,0,0,0,40,0,0,0,0,2,0,4,0,26,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"125","Crowley Lake","California","Fall 2023",69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,19,9,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"126","Crowley Lake North Ponds ","California","Fall 2023",27,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"127","Dillon Lake","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Donovan Reservoir","California","Fall 2023",139,0,72,4,0,0,0,0,4,0,0,0,0,6,0,1,0,6,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Eagle Lake","California","Fall 2023",1600,0,0,0,0,0,0,0,2,0,2,0,0,17,0,0,0,0,0,198,0,0,0,0,0,0,0,375,0,0,0,8,0,0,0,0,0,0,430,0,0,568,0,0
"130","East Cronese Dry Lake","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Edwards Air Force Base WTP","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Fall River Valley","California","Fall 2023",71,0,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,8,1,0,0,0,0,0,0,4,0,0,0,1,0,0,8,0,0,0,25,0,0,0,0,0
"133","Goose Lake","California","Fall 2023",3351,120,100,0,28,0,0,0,3012,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Harper Dry Lake","California","Fall 2023",24,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,0
"135","Honey Lake","California","Fall 2023",116,0,69,0,0,0,0,0,3,0,0,0,0,9,0,5,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"136","Hot Creek Gorge","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Jess Valley Marshes","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","June Lake WTP","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Klamath Basin CA","California","Fall 2023",1286,44,753,0,0,0,0,0,5,0,4,0,0,126,0,38,0,41,19,32,2,0,0,0,0,0,0,108,0,0,0,16,0,0,2,0,0,0,12,0,0,82,2,0
"140","Lake Almanor Northwest","California","Fall 2023",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,27,0
"141","Lake Elsinore","California","Fall 2023",165,7,1,0,0,0,0,0,0,0,0,0,0,50,0,18,0,22,0,39,7,1,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,7,0,0,4,0,0
"142","Lake Isabella","California","Fall 2023",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
"143","Lancaster WTP","California","Fall 2023",358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,333,0,0,0,0,0,0,1,0,0,0,2,0,3,11,0,0
"144","Little Hot Creek","California","Fall 2023",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Madeline Plains","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Modoc NWR","California","Fall 2023",786,0,278,50,0,0,0,0,20,0,0,0,0,180,4,98,0,8,0,5,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,43,18,0,0
"147","Mono Lake","California","Fall 2023",33030,242,3,300,0,0,0,0,825,0,1,1,0,0,0,2,0,63,37,403,0,1,0,0,0,0,0,30080,0,0,0,2,0,0,28,0,0,0,67,0,3,914,0,0
"148","Moon Lake","California","Fall 2023",28,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Owens Lake","California","Fall 2023",35061,615,19,1734,0,0,0,0,10258,0,1,2,0,147,2,8,0,43,157,4120,0,5,0,0,0,0,0,16324,0,0,0,6,1,0,22,0,0,0,884,16,10,676,0,0
"150","Piute Ponds","California","Fall 2023",23,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
"151","Said Valley Reservoir","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Salton Sea","California","Fall 2023",251564,160630,3374,57477,74,0,2,2,934,0,8,146,0,4748,0,207,0,182,18,4248,55,56,0,0,0,13,0,11124,1,0,1,137,2,6,13,4,0,0,7023,1,303,413,0,0
"153","San Jacinto Wildlife Area","California","Fall 2023",405,0,32,0,0,0,0,0,93,0,0,0,0,256,0,11,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Sierra Valley","California","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Silva Flat Reservoir","California","Fall 2023",154,85,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"156","Tinemaha Reservoir","California","Fall 2023",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0
"157","Topaz Lake","California","Fall 2023",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","Upper Middle Lower Alaki Lakes","California","Fall 2023",3451,105,215,0,19,0,0,0,3055,0,0,0,0,25,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"159","West Valley Reservoir","California","Fall 2023",41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Willow Creek Wildlife Area","California","Fall 2023",42,0,25,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"161","Alamosa NWR","Colorado","Fall 2023",181,0,0,0,80,0,0,0,6,0,15,0,0,0,0,7,0,22,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0
"162","Arapaho NWR","Colorado","Fall 2023",65,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,3,0
"163","Blanca Wetlands","Colorado","Fall 2023",2775,0,0,0,0,0,0,0,1066,0,395,1,0,13,0,20,0,26,0,20,134,9,0,0,0,0,0,0,0,0,0,0,20,8,1,54,0,0,44,0,0,962,0,0
"164","Fruitgrowers Reservoir","Colorado","Fall 2023",67,0,6,0,0,0,0,0,2,0,0,0,0,0,0,2,0,45,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"165","Hebron Waterfowl Area","Colorado","Fall 2023",229,0,1,0,0,0,0,0,44,0,28,0,0,0,0,0,0,57,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,83,5,0
"166","Highline Reservoir","Colorado","Fall 2023",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"167","Lake John","Colorado","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Monte Vista NWR","Colorado","Fall 2023",145,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,101,4,0
"169","Rio Blanco SWA","Colorado","Fall 2023",22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0
"170","Walden Reservoir","Colorado","Fall 2023",187,0,2,0,0,0,0,0,23,0,28,0,0,0,0,11,0,26,0,13,2,0,0,0,0,0,0,8,0,0,0,0,0,2,3,0,0,0,2,0,6,61,0,0
"171","Ninepipe NWR & WMA","Confederated Salish and Kootenai Tribes","Fall 2023",546,0,13,0,3,0,0,0,1,0,116,0,0,11,0,92,0,118,0,26,12,2,0,1,0,0,0,6,0,2,0,4,18,7,61,4,0,0,2,0,1,6,40,0
"172","Pablo NWR","Confederated Salish and Kootenai Tribes","Fall 2023",77,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,18,0,12,3,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0,6,0
"173","American Falls","Idaho","Fall 2023",2257,250,48,0,1,0,0,0,355,0,118,4,0,33,0,92,0,133,0,69,35,1,0,1,0,0,0,65,0,0,0,1,21,119,30,1,0,0,851,0,5,22,2,0
"174","Bear Lake NWR","Idaho","Fall 2023",120,0,2,0,0,0,0,0,9,0,0,0,0,54,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0
"175","Blacks Creek Reservoir","Idaho","Fall 2023",28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,1,0,0
"176","Boise River Rd SW of Notus","Idaho","Fall 2023",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"177","Bruneau Sand Dunes State Park","Idaho","Fall 2023",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"178","Camas Prairie Centennial Marsh WMA","Idaho","Fall 2023",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"179","Clearwater River","Idaho","Fall 2023",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"180","Deer Flat NWR - Lake Lowell","Idaho","Fall 2023",48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"181","Dry Lakes North of Nampa","Idaho","Fall 2023",72,0,7,0,0,0,0,0,0,0,0,0,0,5,0,1,0,25,0,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,2,1,0
"182","Fort Boise WMA","Idaho","Fall 2023",54,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,6,0
"183","Grays Lake NWR","Idaho","Fall 2023",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0
"184","Hubbard Reservoir","Idaho","Fall 2023",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Indian Creek Reservoir","Idaho","Fall 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","Little Camas Reservoir","Idaho","Fall 2023",34,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
"187","Little Valley Reservoir","Idaho","Fall 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"188","Magic Reservoir","Idaho","Fall 2023",624,100,6,0,0,0,0,0,16,0,20,0,0,0,0,5,0,60,0,30,30,0,0,0,0,0,0,140,0,0,0,0,10,2,5,0,0,0,160,0,0,40,0,0
"189","Mann Lake","Idaho","Fall 2023",132,0,2,0,0,0,0,0,0,0,11,0,0,2,0,9,0,31,0,7,6,0,0,1,0,0,0,4,0,0,0,3,3,3,8,0,0,0,42,0,0,0,0,0
"190","Market Lake WMA","Idaho","Fall 2023",83,3,6,0,0,0,0,0,30,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,0,0,0,0,6,0,0
"191","Minidoka NWR","Idaho","Fall 2023",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"192","Mt Home Reservoir","Idaho","Fall 2023",26,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0
"193","Mud Lake WMA","Idaho","Fall 2023",61,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,5,11,0,0,0,11,0,0,1,0,0
"194","Oxford Slough","Idaho","Fall 2023",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Roswell Marsh WHA","Idaho","Fall 2023",20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Tolo Lake","Idaho","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Wilson Drainage Pond","Idaho","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Jicarilla Lakes","Jicarilla Apache Nation","Fall 2023",126,0,0,0,0,0,1,0,37,0,0,0,0,0,0,4,0,43,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0
"199","Benton Lake NWR","Montana","Fall 2023",191,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,5,2,0,2,0,0,0,0,0,0,42,0,0,0,0,0,1,4,0,0,0,0,0,1,117,0,0
"200","Big Lake - Grass Lake NWR","Montana","Fall 2023",659,0,40,0,11,0,0,0,2,0,150,0,0,0,0,7,0,20,0,40,87,0,0,0,0,0,0,1,0,0,0,0,3,9,12,0,0,0,0,0,0,275,2,0
"201","Bowdoin NWR","Montana","Fall 2023",6392,125,4,2345,34,0,0,0,81,0,211,1,0,18,0,2,0,48,2,91,25,50,0,9,0,0,0,40,0,0,0,15,112,0,0,86,4,0,0,0,34,3050,5,0
"202","Canyon Ferry Lake","Montana","Fall 2023",376,0,11,0,0,0,0,0,0,0,40,0,0,0,0,2,0,109,0,15,36,0,0,2,0,0,0,0,0,0,0,0,51,5,15,5,0,0,30,0,0,38,17,0
"203","Clark Canyon Reservoir","Montana","Fall 2023",312,0,0,0,0,0,0,0,35,0,36,0,0,11,0,3,0,5,2,1,11,1,0,0,0,0,0,17,0,0,0,0,65,2,6,0,0,0,3,0,3,103,8,0
"204","Cottonwood Reservoir","Montana","Fall 2023",167,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,145,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0
"205","Freezeout Lake WMA","Montana","Fall 2023",2268,67,128,0,0,0,0,0,50,0,186,0,0,17,0,22,0,53,0,18,27,409,0,0,0,0,0,95,0,0,2,11,31,0,9,0,0,0,0,0,1,1041,1,0
"206","Goose Lake wetland complex","Montana","Fall 2023",1454,99,33,1,3,1,0,0,206,0,228,1,4,0,0,22,0,50,0,87,54,4,0,6,5,0,0,80,0,0,65,16,22,0,2,13,0,0,0,0,21,429,2,0
"207","Harrison/Willow Creek Reservoir","Montana","Fall 2023",350,0,0,10,0,0,0,0,31,0,24,0,0,9,0,12,0,94,27,6,57,0,0,1,0,0,0,40,0,0,0,0,21,5,5,2,0,0,1,0,0,5,0,0
"208","Lee Metcalf NWR","Montana","Fall 2023",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0
"209","Medicine Lake NWR Complex","Montana","Fall 2023",301,8,4,0,2,0,0,0,2,0,22,0,0,0,0,13,0,85,0,33,29,0,0,0,4,0,0,0,0,0,11,1,1,1,52,0,1,0,0,0,14,15,3,0
"210","Nelson Reservoir","Montana","Fall 2023",618,0,1,0,4,0,0,0,5,0,96,1,0,1,0,23,0,91,50,37,69,52,0,2,0,0,0,0,0,0,0,2,0,14,12,2,0,0,0,0,18,138,0,0
"211","Spidel WPA","Montana","Fall 2023",149,0,0,0,0,0,0,0,6,0,66,3,0,5,0,0,0,33,0,6,8,4,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,9,2,0
"212","Syme Slough","Montana","Fall 2023",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"213","Warm Springs Reservoir (MT)","Montana","Fall 2023",121,0,1,0,0,0,0,0,2,0,27,0,0,2,0,6,0,18,0,4,10,0,0,0,0,0,0,7,0,0,0,0,1,2,11,0,0,0,0,0,0,29,1,0
"214","Flathead Lake","Montana & Confederated Salish and Kootenai Tribes","Fall 2023",163,5,0,0,0,0,0,0,0,1,29,0,0,0,0,31,0,22,0,14,17,0,0,1,0,0,0,0,0,0,3,13,2,3,15,0,0,0,1,0,0,3,3,0
"215","Morgan Lake","Navajo Nation","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Artesia Lake","Nevada","Fall 2023",5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","Ash Meadows NWR","Nevada","Fall 2023",125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,84,7,0,0,1,0,0,0,8,0,0,0,3,1,0,5,0,0,0,8,0,0,2,0,0
"218","Bassett Lake and Slough","Nevada","Fall 2023",9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Blue Lakes","Nevada","Fall 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"220","Bowman Reservoir (Logendale)","Nevada","Fall 2023",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,26,0,0,1,0,0,1,1,0,0,0,2,0,8,0,0,0
"221","Bull Run Reservoir","Nevada","Fall 2023",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"222","Comins Lake area","Nevada","Fall 2023",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
"223","Continental Lake","Nevada","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Crintendon Reservoir","Nevada","Fall 2023",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"225","Deer Creek Reservoir","Nevada","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","Diamond Valley (Playa Wells)","Nevada","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Duck Flat","Nevada","Fall 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Gridley Lake","Nevada","Fall 2023",159,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0
"229","Henderson Sewage Ponds","Nevada","Fall 2023",29,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Humboldt WMA","Nevada","Fall 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231","Illipah Reservoir","Nevada","Fall 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","Jakes Creek Reservoir","Nevada","Fall 2023",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"233","Key Pittman WMA","Nevada","Fall 2023",216,0,0,164,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,8,0,0
"234","Lahontan Valley","Nevada","Fall 2023",6782,0,1515,41,21,0,0,0,1127,0,1,0,0,1511,0,16,0,37,10,669,23,19,0,0,0,0,0,305,0,0,0,0,0,0,5,0,0,0,428,0,1,1043,0,0
"235","Lake Mead NRA","Nevada","Fall 2023",160,0,2,11,0,0,0,0,83,0,0,0,0,0,0,3,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0
